Diagnose,New_Representation,MajorCategory,Category_representation,Disease_group
X6941,33524,X69,1851,20
X6942,33525,X69,1851,20
X6943,33526,X69,1851,20
X6944,33527,X69,1851,20
X6948,33528,X69,1851,20
X6949,33529,X69,1851,20
X695,33530,X69,1851,20
X6950,33531,X69,1851,20
X6951,33532,X69,1851,20
X6952,33533,X69,1851,20
X6953,33534,X69,1851,20
X6954,33535,X69,1851,20
X6958,33536,X69,1851,20
X6959,33537,X69,1851,20
X696,33538,X69,1851,20
X6960,33539,X69,1851,20
X6961,33540,X69,1851,20
X6962,33541,X69,1851,20
X6963,33542,X69,1851,20
X6964,33543,X69,1851,20
X6968,33544,X69,1851,20
X6969,33545,X69,1851,20
X697,33546,X69,1851,20
X6970,33547,X69,1851,20
X6971,33548,X69,1851,20
X6972,33549,X69,1851,20
X6973,33550,X69,1851,20
X6974,33551,X69,1851,20
X6978,33552,X69,1851,20
X6979,33553,X69,1851,20
X698,33554,X69,1851,20
X6980,33555,X69,1851,20
X6981,33556,X69,1851,20
X6982,33557,X69,1851,20
X6983,33558,X69,1851,20
X6984,33559,X69,1851,20
X6988,33560,X69,1851,20
X6989,33561,X69,1851,20
X699,33562,X69,1851,20
X6990,33563,X69,1851,20
X6991,33564,X69,1851,20
X6992,33565,X69,1851,20
X6993,33566,X69,1851,20
X6994,33567,X69,1851,20
X6998,33568,X69,1851,20
X6999,33569,X69,1851,20
X70,33570,X70,1852,20
X700,33571,X70,1852,20
X7000,33572,X70,1852,20
X7001,33573,X70,1852,20
X7002,33574,X70,1852,20
X7003,33575,X70,1852,20
X7004,33576,X70,1852,20
X7008,33577,X70,1852,20
X7009,33578,X70,1852,20
X701,33579,X70,1852,20
X7010,33580,X70,1852,20
X7011,33581,X70,1852,20
X7012,33582,X70,1852,20
X7013,33583,X70,1852,20
X7014,33584,X70,1852,20
X7018,33585,X70,1852,20
X7019,33586,X70,1852,20
X702,33587,X70,1852,20
X7020,33588,X70,1852,20
X7021,33589,X70,1852,20
X7022,33590,X70,1852,20
X7023,33591,X70,1852,20
X7024,33592,X70,1852,20
X7028,33593,X70,1852,20
X7029,33594,X70,1852,20
X703,33595,X70,1852,20
X7030,33596,X70,1852,20
X7031,33597,X70,1852,20
X7032,33598,X70,1852,20
X7033,33599,X70,1852,20
X7034,33600,X70,1852,20
X7038,33601,X70,1852,20
X7039,33602,X70,1852,20
X704,33603,X70,1852,20
X7040,33604,X70,1852,20
X7041,33605,X70,1852,20
X7042,33606,X70,1852,20
X7043,33607,X70,1852,20
X7044,33608,X70,1852,20
X7048,33609,X70,1852,20
X7049,33610,X70,1852,20
X705,33611,X70,1852,20
X7050,33612,X70,1852,20
X7051,33613,X70,1852,20
X7052,33614,X70,1852,20
X7053,33615,X70,1852,20
X7054,33616,X70,1852,20
X7058,33617,X70,1852,20
X7059,33618,X70,1852,20
X706,33619,X70,1852,20
X7060,33620,X70,1852,20
X7061,33621,X70,1852,20
X7062,33622,X70,1852,20
X7063,33623,X70,1852,20
X7064,33624,X70,1852,20
X7068,33625,X70,1852,20
X7069,33626,X70,1852,20
X707,33627,X70,1852,20
X7070,33628,X70,1852,20
X7071,33629,X70,1852,20
X7072,33630,X70,1852,20
X7073,33631,X70,1852,20
X7074,33632,X70,1852,20
X7078,33633,X70,1852,20
X7079,33634,X70,1852,20
X708,33635,X70,1852,20
X7080,33636,X70,1852,20
X7081,33637,X70,1852,20
X7082,33638,X70,1852,20
X7083,33639,X70,1852,20
X7084,33640,X70,1852,20
X7088,33641,X70,1852,20
X7089,33642,X70,1852,20
X709,33643,X70,1852,20
X7090,33644,X70,1852,20
X7091,33645,X70,1852,20
X7092,33646,X70,1852,20
X7093,33647,X70,1852,20
X7094,33648,X70,1852,20
X7098,33649,X70,1852,20
X7099,33650,X70,1852,20
X71,33651,X71,1853,20
X710,33652,X71,1853,20
X7100,33653,X71,1853,20
X7101,33654,X71,1853,20
X7102,33655,X71,1853,20
X7103,33656,X71,1853,20
X7104,33657,X71,1853,20
X7108,33658,X71,1853,20
X7109,33659,X71,1853,20
X711,33660,X71,1853,20
X7110,33661,X71,1853,20
X7111,33662,X71,1853,20
X7112,33663,X71,1853,20
X7113,33664,X71,1853,20
X7114,33665,X71,1853,20
X7118,33666,X71,1853,20
X7119,33667,X71,1853,20
X712,33668,X71,1853,20
X7120,33669,X71,1853,20
X7121,33670,X71,1853,20
X7122,33671,X71,1853,20
X7123,33672,X71,1853,20
X7124,33673,X71,1853,20
X7128,33674,X71,1853,20
X7129,33675,X71,1853,20
X713,33676,X71,1853,20
X7130,33677,X71,1853,20
X7131,33678,X71,1853,20
X7132,33679,X71,1853,20
X7133,33680,X71,1853,20
X7134,33681,X71,1853,20
X7138,33682,X71,1853,20
X7139,33683,X71,1853,20
X714,33684,X71,1853,20
X7140,33685,X71,1853,20
X7141,33686,X71,1853,20
X7142,33687,X71,1853,20
X7143,33688,X71,1853,20
X7144,33689,X71,1853,20
X7148,33690,X71,1853,20
X7149,33691,X71,1853,20
X715,33692,X71,1853,20
X7150,33693,X71,1853,20
X7151,33694,X71,1853,20
X7152,33695,X71,1853,20
X7153,33696,X71,1853,20
X7154,33697,X71,1853,20
X7158,33698,X71,1853,20
X7159,33699,X71,1853,20
X716,33700,X71,1853,20
X7160,33701,X71,1853,20
X7161,33702,X71,1853,20
X7162,33703,X71,1853,20
X7163,33704,X71,1853,20
X7164,33705,X71,1853,20
X7168,33706,X71,1853,20
X7169,33707,X71,1853,20
X717,33708,X71,1853,20
X7170,33709,X71,1853,20
X7171,33710,X71,1853,20
X7172,33711,X71,1853,20
X7173,33712,X71,1853,20
X7174,33713,X71,1853,20
X7178,33714,X71,1853,20
X7179,33715,X71,1853,20
X718,33716,X71,1853,20
X7180,33717,X71,1853,20
X7181,33718,X71,1853,20
X7182,33719,X71,1853,20
X7183,33720,X71,1853,20
X7184,33721,X71,1853,20
X7188,33722,X71,1853,20
X7189,33723,X71,1853,20
X719,33724,X71,1853,20
X7190,33725,X71,1853,20
X7191,33726,X71,1853,20
X7192,33727,X71,1853,20
X7193,33728,X71,1853,20
X7194,33729,X71,1853,20
X7198,33730,X71,1853,20
X7199,33731,X71,1853,20
X72,33732,X72,1854,20
X720,33733,X72,1854,20
X7200,33734,X72,1854,20
X7201,33735,X72,1854,20
X7202,33736,X72,1854,20
X7203,33737,X72,1854,20
X7204,33738,X72,1854,20
X7208,33739,X72,1854,20
X7209,33740,X72,1854,20
X721,33741,X72,1854,20
X7210,33742,X72,1854,20
X7211,33743,X72,1854,20
X7212,33744,X72,1854,20
X7213,33745,X72,1854,20
X7214,33746,X72,1854,20
X7218,33747,X72,1854,20
X7219,33748,X72,1854,20
X722,33749,X72,1854,20
X7220,33750,X72,1854,20
X7221,33751,X72,1854,20
X7222,33752,X72,1854,20
X7223,33753,X72,1854,20
X7224,33754,X72,1854,20
X7228,33755,X72,1854,20
X7229,33756,X72,1854,20
X723,33757,X72,1854,20
X7230,33758,X72,1854,20
X7231,33759,X72,1854,20
X7232,33760,X72,1854,20
X7233,33761,X72,1854,20
X7234,33762,X72,1854,20
X7238,33763,X72,1854,20
X7239,33764,X72,1854,20
X724,33765,X72,1854,20
X7240,33766,X72,1854,20
X7241,33767,X72,1854,20
X7242,33768,X72,1854,20
X7243,33769,X72,1854,20
X7244,33770,X72,1854,20
X7248,33771,X72,1854,20
X7249,33772,X72,1854,20
X725,33773,X72,1854,20
X7250,33774,X72,1854,20
X7251,33775,X72,1854,20
X7252,33776,X72,1854,20
X7253,33777,X72,1854,20
X7254,33778,X72,1854,20
X7258,33779,X72,1854,20
X7259,33780,X72,1854,20
X726,33781,X72,1854,20
X7260,33782,X72,1854,20
X7261,33783,X72,1854,20
X7262,33784,X72,1854,20
X7263,33785,X72,1854,20
X7264,33786,X72,1854,20
X7268,33787,X72,1854,20
X7269,33788,X72,1854,20
X727,33789,X72,1854,20
X7270,33790,X72,1854,20
X7271,33791,X72,1854,20
X7272,33792,X72,1854,20
X7273,33793,X72,1854,20
X7274,33794,X72,1854,20
X7278,33795,X72,1854,20
X7279,33796,X72,1854,20
X728,33797,X72,1854,20
X7280,33798,X72,1854,20
X7281,33799,X72,1854,20
X7282,33800,X72,1854,20
X7283,33801,X72,1854,20
X7284,33802,X72,1854,20
X7288,33803,X72,1854,20
X7289,33804,X72,1854,20
X729,33805,X72,1854,20
X7290,33806,X72,1854,20
X7291,33807,X72,1854,20
X7292,33808,X72,1854,20
X7293,33809,X72,1854,20
X7294,33810,X72,1854,20
X7298,33811,X72,1854,20
X7299,33812,X72,1854,20
X73,33813,X73,1855,20
X730,33814,X73,1855,20
X7300,33815,X73,1855,20
X7301,33816,X73,1855,20
X7302,33817,X73,1855,20
X7303,33818,X73,1855,20
X7304,33819,X73,1855,20
X7308,33820,X73,1855,20
X7309,33821,X73,1855,20
X731,33822,X73,1855,20
X7310,33823,X73,1855,20
X7311,33824,X73,1855,20
X7312,33825,X73,1855,20
X7313,33826,X73,1855,20
X7314,33827,X73,1855,20
X7318,33828,X73,1855,20
X7319,33829,X73,1855,20
X732,33830,X73,1855,20
X7320,33831,X73,1855,20
X7321,33832,X73,1855,20
X7322,33833,X73,1855,20
X7323,33834,X73,1855,20
X7324,33835,X73,1855,20
X7328,33836,X73,1855,20
X7329,33837,X73,1855,20
X733,33838,X73,1855,20
X7330,33839,X73,1855,20
X7331,33840,X73,1855,20
X7332,33841,X73,1855,20
X7333,33842,X73,1855,20
X7334,33843,X73,1855,20
X7338,33844,X73,1855,20
X7339,33845,X73,1855,20
X734,33846,X73,1855,20
X7340,33847,X73,1855,20
X7341,33848,X73,1855,20
X7342,33849,X73,1855,20
X7343,33850,X73,1855,20
X7344,33851,X73,1855,20
X7348,33852,X73,1855,20
X7349,33853,X73,1855,20
X735,33854,X73,1855,20
X7350,33855,X73,1855,20
X7351,33856,X73,1855,20
X7352,33857,X73,1855,20
X7353,33858,X73,1855,20
X7354,33859,X73,1855,20
X7358,33860,X73,1855,20
X7359,33861,X73,1855,20
X736,33862,X73,1855,20
X7360,33863,X73,1855,20
X7361,33864,X73,1855,20
X7362,33865,X73,1855,20
X7363,33866,X73,1855,20
X7364,33867,X73,1855,20
X7368,33868,X73,1855,20
X7369,33869,X73,1855,20
X737,33870,X73,1855,20
X7370,33871,X73,1855,20
X7371,33872,X73,1855,20
X7372,33873,X73,1855,20
X7373,33874,X73,1855,20
X7374,33875,X73,1855,20
X7378,33876,X73,1855,20
X7379,33877,X73,1855,20
X738,33878,X73,1855,20
X7380,33879,X73,1855,20
X7381,33880,X73,1855,20
X7382,33881,X73,1855,20
X7383,33882,X73,1855,20
X7384,33883,X73,1855,20
X7388,33884,X73,1855,20
X7389,33885,X73,1855,20
X739,33886,X73,1855,20
X7390,33887,X73,1855,20
X7391,33888,X73,1855,20
X7392,33889,X73,1855,20
X7393,33890,X73,1855,20
X7394,33891,X73,1855,20
X7398,33892,X73,1855,20
X7399,33893,X73,1855,20
X74,33894,X74,1856,20
X740,33895,X74,1856,20
X7400,33896,X74,1856,20
X7401,33897,X74,1856,20
X7402,33898,X74,1856,20
X7403,33899,X74,1856,20
X7404,33900,X74,1856,20
X7408,33901,X74,1856,20
X7409,33902,X74,1856,20
X741,33903,X74,1856,20
X7410,33904,X74,1856,20
X7411,33905,X74,1856,20
X7412,33906,X74,1856,20
X7413,33907,X74,1856,20
X7414,33908,X74,1856,20
X7418,33909,X74,1856,20
X7419,33910,X74,1856,20
X742,33911,X74,1856,20
X7420,33912,X74,1856,20
X7421,33913,X74,1856,20
X7422,33914,X74,1856,20
X7423,33915,X74,1856,20
X7424,33916,X74,1856,20
X7428,33917,X74,1856,20
X7429,33918,X74,1856,20
X743,33919,X74,1856,20
X7430,33920,X74,1856,20
X7431,33921,X74,1856,20
X7432,33922,X74,1856,20
X7433,33923,X74,1856,20
X7434,33924,X74,1856,20
X7438,33925,X74,1856,20
X7439,33926,X74,1856,20
X744,33927,X74,1856,20
X7440,33928,X74,1856,20
X7441,33929,X74,1856,20
X7442,33930,X74,1856,20
X7443,33931,X74,1856,20
X7444,33932,X74,1856,20
X7448,33933,X74,1856,20
X7449,33934,X74,1856,20
X745,33935,X74,1856,20
X7450,33936,X74,1856,20
X7451,33937,X74,1856,20
X7452,33938,X74,1856,20
X7453,33939,X74,1856,20
X7454,33940,X74,1856,20
X7458,33941,X74,1856,20
X7459,33942,X74,1856,20
X746,33943,X74,1856,20
X7460,33944,X74,1856,20
X7461,33945,X74,1856,20
X7462,33946,X74,1856,20
X7463,33947,X74,1856,20
X7464,33948,X74,1856,20
X7468,33949,X74,1856,20
X7469,33950,X74,1856,20
X747,33951,X74,1856,20
X7470,33952,X74,1856,20
X7471,33953,X74,1856,20
X7472,33954,X74,1856,20
X7473,33955,X74,1856,20
X7474,33956,X74,1856,20
X7478,33957,X74,1856,20
X7479,33958,X74,1856,20
X748,33959,X74,1856,20
X7480,33960,X74,1856,20
X7481,33961,X74,1856,20
X7482,33962,X74,1856,20
X7483,33963,X74,1856,20
X7484,33964,X74,1856,20
X7488,33965,X74,1856,20
X7489,33966,X74,1856,20
X749,33967,X74,1856,20
X7490,33968,X74,1856,20
X7491,33969,X74,1856,20
X7492,33970,X74,1856,20
X7493,33971,X74,1856,20
X7494,33972,X74,1856,20
X7498,33973,X74,1856,20
X7499,33974,X74,1856,20
X75,33975,X75,1857,20
X750,33976,X75,1857,20
X7500,33977,X75,1857,20
X7501,33978,X75,1857,20
X7502,33979,X75,1857,20
X7503,33980,X75,1857,20
X7504,33981,X75,1857,20
X7508,33982,X75,1857,20
X7509,33983,X75,1857,20
X751,33984,X75,1857,20
X7510,33985,X75,1857,20
X7511,33986,X75,1857,20
X7512,33987,X75,1857,20
X7513,33988,X75,1857,20
X7514,33989,X75,1857,20
X7518,33990,X75,1857,20
X7519,33991,X75,1857,20
X752,33992,X75,1857,20
X7520,33993,X75,1857,20
X7521,33994,X75,1857,20
X7522,33995,X75,1857,20
X7523,33996,X75,1857,20
X7524,33997,X75,1857,20
X7528,33998,X75,1857,20
X7529,33999,X75,1857,20
X753,34000,X75,1857,20
X7530,34001,X75,1857,20
X7531,34002,X75,1857,20
X7532,34003,X75,1857,20
X7533,34004,X75,1857,20
X7534,34005,X75,1857,20
X7538,34006,X75,1857,20
X7539,34007,X75,1857,20
X754,34008,X75,1857,20
X7540,34009,X75,1857,20
X7541,34010,X75,1857,20
X7542,34011,X75,1857,20
X7543,34012,X75,1857,20
X7544,34013,X75,1857,20
X7548,34014,X75,1857,20
X7549,34015,X75,1857,20
X755,34016,X75,1857,20
X7550,34017,X75,1857,20
X7551,34018,X75,1857,20
X7552,34019,X75,1857,20
X7553,34020,X75,1857,20
X7554,34021,X75,1857,20
X7558,34022,X75,1857,20
X7559,34023,X75,1857,20
X756,34024,X75,1857,20
X7560,34025,X75,1857,20
X7561,34026,X75,1857,20
X7562,34027,X75,1857,20
X7563,34028,X75,1857,20
X7564,34029,X75,1857,20
X7568,34030,X75,1857,20
X7569,34031,X75,1857,20
X757,34032,X75,1857,20
X7570,34033,X75,1857,20
X7571,34034,X75,1857,20
X7572,34035,X75,1857,20
X7573,34036,X75,1857,20
X7574,34037,X75,1857,20
X7578,34038,X75,1857,20
X7579,34039,X75,1857,20
X758,34040,X75,1857,20
X7580,34041,X75,1857,20
X7581,34042,X75,1857,20
X7582,34043,X75,1857,20
X7583,34044,X75,1857,20
X7584,34045,X75,1857,20
X7588,34046,X75,1857,20
X7589,34047,X75,1857,20
X759,34048,X75,1857,20
X7590,34049,X75,1857,20
X7591,34050,X75,1857,20
X7592,34051,X75,1857,20
X7593,34052,X75,1857,20
X7594,34053,X75,1857,20
X7598,34054,X75,1857,20
X7599,34055,X75,1857,20
X76,34056,X76,1858,20
X760,34057,X76,1858,20
X7600,34058,X76,1858,20
X7601,34059,X76,1858,20
X7602,34060,X76,1858,20
X7603,34061,X76,1858,20
X7604,34062,X76,1858,20
X7608,34063,X76,1858,20
X7609,34064,X76,1858,20
X761,34065,X76,1858,20
X7610,34066,X76,1858,20
X7611,34067,X76,1858,20
X7612,34068,X76,1858,20
X7613,34069,X76,1858,20
X7614,34070,X76,1858,20
X7618,34071,X76,1858,20
X7619,34072,X76,1858,20
X762,34073,X76,1858,20
X7620,34074,X76,1858,20
X7621,34075,X76,1858,20
X7622,34076,X76,1858,20
X7623,34077,X76,1858,20
X7624,34078,X76,1858,20
X7628,34079,X76,1858,20
X7629,34080,X76,1858,20
X763,34081,X76,1858,20
X7630,34082,X76,1858,20
X7631,34083,X76,1858,20
X7632,34084,X76,1858,20
X7633,34085,X76,1858,20
X7634,34086,X76,1858,20
X7638,34087,X76,1858,20
X7639,34088,X76,1858,20
X764,34089,X76,1858,20
X7640,34090,X76,1858,20
X7641,34091,X76,1858,20
X7642,34092,X76,1858,20
X7643,34093,X76,1858,20
X7644,34094,X76,1858,20
X7648,34095,X76,1858,20
X7649,34096,X76,1858,20
X765,34097,X76,1858,20
X7650,34098,X76,1858,20
X7651,34099,X76,1858,20
X7652,34100,X76,1858,20
X7653,34101,X76,1858,20
X7654,34102,X76,1858,20
X7658,34103,X76,1858,20
X7659,34104,X76,1858,20
X766,34105,X76,1858,20
X7660,34106,X76,1858,20
X7661,34107,X76,1858,20
X7662,34108,X76,1858,20
X7663,34109,X76,1858,20
X7664,34110,X76,1858,20
X7668,34111,X76,1858,20
X7669,34112,X76,1858,20
X767,34113,X76,1858,20
X7670,34114,X76,1858,20
X7671,34115,X76,1858,20
X7672,34116,X76,1858,20
X7673,34117,X76,1858,20
X7674,34118,X76,1858,20
X7678,34119,X76,1858,20
X7679,34120,X76,1858,20
X768,34121,X76,1858,20
X7680,34122,X76,1858,20
X7681,34123,X76,1858,20
X7682,34124,X76,1858,20
X7683,34125,X76,1858,20
X7684,34126,X76,1858,20
X7688,34127,X76,1858,20
X7689,34128,X76,1858,20
X769,34129,X76,1858,20
X7690,34130,X76,1858,20
X7691,34131,X76,1858,20
X7692,34132,X76,1858,20
X7693,34133,X76,1858,20
X7694,34134,X76,1858,20
X7698,34135,X76,1858,20
X7699,34136,X76,1858,20
X77,34137,X77,1859,20
X770,34138,X77,1859,20
X7700,34139,X77,1859,20
X7701,34140,X77,1859,20
X7702,34141,X77,1859,20
X7703,34142,X77,1859,20
X7704,34143,X77,1859,20
X7708,34144,X77,1859,20
X7709,34145,X77,1859,20
X771,34146,X77,1859,20
X7710,34147,X77,1859,20
X7711,34148,X77,1859,20
X7712,34149,X77,1859,20
X7713,34150,X77,1859,20
X7714,34151,X77,1859,20
X7718,34152,X77,1859,20
X7719,34153,X77,1859,20
X772,34154,X77,1859,20
X7720,34155,X77,1859,20
X7721,34156,X77,1859,20
X7722,34157,X77,1859,20
X7723,34158,X77,1859,20
X7724,34159,X77,1859,20
X7728,34160,X77,1859,20
X7729,34161,X77,1859,20
X773,34162,X77,1859,20
X7730,34163,X77,1859,20
X7731,34164,X77,1859,20
X7732,34165,X77,1859,20
X7733,34166,X77,1859,20
X7734,34167,X77,1859,20
X7738,34168,X77,1859,20
X7739,34169,X77,1859,20
X774,34170,X77,1859,20
X7740,34171,X77,1859,20
X7741,34172,X77,1859,20
X7742,34173,X77,1859,20
X7743,34174,X77,1859,20
X7744,34175,X77,1859,20
X7748,34176,X77,1859,20
X7749,34177,X77,1859,20
X775,34178,X77,1859,20
X7750,34179,X77,1859,20
X7751,34180,X77,1859,20
X7752,34181,X77,1859,20
X7753,34182,X77,1859,20
X7754,34183,X77,1859,20
X7758,34184,X77,1859,20
X7759,34185,X77,1859,20
X776,34186,X77,1859,20
X7760,34187,X77,1859,20
X7761,34188,X77,1859,20
X7762,34189,X77,1859,20
X7763,34190,X77,1859,20
X7764,34191,X77,1859,20
X7768,34192,X77,1859,20
X7769,34193,X77,1859,20
X777,34194,X77,1859,20
X7770,34195,X77,1859,20
X7771,34196,X77,1859,20
X7772,34197,X77,1859,20
X7773,34198,X77,1859,20
X7774,34199,X77,1859,20
X7778,34200,X77,1859,20
X7779,34201,X77,1859,20
X778,34202,X77,1859,20
X7780,34203,X77,1859,20
X7781,34204,X77,1859,20
X7782,34205,X77,1859,20
X7783,34206,X77,1859,20
X7784,34207,X77,1859,20
X7788,34208,X77,1859,20
X7789,34209,X77,1859,20
X779,34210,X77,1859,20
X7790,34211,X77,1859,20
X7791,34212,X77,1859,20
X7792,34213,X77,1859,20
X7793,34214,X77,1859,20
X7794,34215,X77,1859,20
X7798,34216,X77,1859,20
X7799,34217,X77,1859,20
X78,34218,X78,1860,20
X780,34219,X78,1860,20
X7800,34220,X78,1860,20
X7801,34221,X78,1860,20
X7802,34222,X78,1860,20
X7803,34223,X78,1860,20
X7804,34224,X78,1860,20
X7808,34225,X78,1860,20
X7809,34226,X78,1860,20
X781,34227,X78,1860,20
X7810,34228,X78,1860,20
X7811,34229,X78,1860,20
X7812,34230,X78,1860,20
X7813,34231,X78,1860,20
X7814,34232,X78,1860,20
X7818,34233,X78,1860,20
X7819,34234,X78,1860,20
X782,34235,X78,1860,20
X7820,34236,X78,1860,20
X7821,34237,X78,1860,20
X7822,34238,X78,1860,20
X7823,34239,X78,1860,20
X7824,34240,X78,1860,20
X7828,34241,X78,1860,20
X7829,34242,X78,1860,20
X783,34243,X78,1860,20
X7830,34244,X78,1860,20
X7831,34245,X78,1860,20
X7832,34246,X78,1860,20
X7833,34247,X78,1860,20
X7834,34248,X78,1860,20
X7838,34249,X78,1860,20
X7839,34250,X78,1860,20
X784,34251,X78,1860,20
X7840,34252,X78,1860,20
X7841,34253,X78,1860,20
X7842,34254,X78,1860,20
X7843,34255,X78,1860,20
X7844,34256,X78,1860,20
X7848,34257,X78,1860,20
X7849,34258,X78,1860,20
X785,34259,X78,1860,20
X7850,34260,X78,1860,20
X7851,34261,X78,1860,20
X7852,34262,X78,1860,20
X7853,34263,X78,1860,20
X7854,34264,X78,1860,20
X7858,34265,X78,1860,20
X7859,34266,X78,1860,20
X786,34267,X78,1860,20
X7860,34268,X78,1860,20
X7861,34269,X78,1860,20
X7862,34270,X78,1860,20
X7863,34271,X78,1860,20
X7864,34272,X78,1860,20
X7868,34273,X78,1860,20
X7869,34274,X78,1860,20
X787,34275,X78,1860,20
X7870,34276,X78,1860,20
X7871,34277,X78,1860,20
X7872,34278,X78,1860,20
X7873,34279,X78,1860,20
X7874,34280,X78,1860,20
X7878,34281,X78,1860,20
X7879,34282,X78,1860,20
X788,34283,X78,1860,20
X7880,34284,X78,1860,20
X7881,34285,X78,1860,20
X7882,34286,X78,1860,20
X7883,34287,X78,1860,20
X7884,34288,X78,1860,20
X7888,34289,X78,1860,20
X7889,34290,X78,1860,20
X789,34291,X78,1860,20
X7890,34292,X78,1860,20
X7891,34293,X78,1860,20
X7892,34294,X78,1860,20
X7893,34295,X78,1860,20
X7894,34296,X78,1860,20
X7898,34297,X78,1860,20
X7899,34298,X78,1860,20
X79,34299,X79,1861,20
X790,34300,X79,1861,20
X7900,34301,X79,1861,20
X7901,34302,X79,1861,20
X7902,34303,X79,1861,20
X7903,34304,X79,1861,20
X7904,34305,X79,1861,20
X7908,34306,X79,1861,20
X7909,34307,X79,1861,20
X791,34308,X79,1861,20
X7910,34309,X79,1861,20
X7911,34310,X79,1861,20
X7912,34311,X79,1861,20
X7913,34312,X79,1861,20
X7914,34313,X79,1861,20
X7918,34314,X79,1861,20
X7919,34315,X79,1861,20
X792,34316,X79,1861,20
X7920,34317,X79,1861,20
X7921,34318,X79,1861,20
X7922,34319,X79,1861,20
X7923,34320,X79,1861,20
X7924,34321,X79,1861,20
X7928,34322,X79,1861,20
X7929,34323,X79,1861,20
X793,34324,X79,1861,20
X7930,34325,X79,1861,20
X7931,34326,X79,1861,20
X7932,34327,X79,1861,20
X7933,34328,X79,1861,20
X7934,34329,X79,1861,20
X7938,34330,X79,1861,20
X7939,34331,X79,1861,20
X794,34332,X79,1861,20
X7940,34333,X79,1861,20
X7941,34334,X79,1861,20
X7942,34335,X79,1861,20
X7943,34336,X79,1861,20
X7944,34337,X79,1861,20
X7948,34338,X79,1861,20
X7949,34339,X79,1861,20
X795,34340,X79,1861,20
X7950,34341,X79,1861,20
X7951,34342,X79,1861,20
X7952,34343,X79,1861,20
X7953,34344,X79,1861,20
X7954,34345,X79,1861,20
X7958,34346,X79,1861,20
X7959,34347,X79,1861,20
X796,34348,X79,1861,20
X7960,34349,X79,1861,20
X7961,34350,X79,1861,20
X7962,34351,X79,1861,20
X7963,34352,X79,1861,20
X7964,34353,X79,1861,20
X7968,34354,X79,1861,20
X7969,34355,X79,1861,20
X797,34356,X79,1861,20
X7970,34357,X79,1861,20
X7971,34358,X79,1861,20
X7972,34359,X79,1861,20
X7973,34360,X79,1861,20
X7974,34361,X79,1861,20
X7978,34362,X79,1861,20
X7979,34363,X79,1861,20
X798,34364,X79,1861,20
X7980,34365,X79,1861,20
X7981,34366,X79,1861,20
X7982,34367,X79,1861,20
X7983,34368,X79,1861,20
X7984,34369,X79,1861,20
X7988,34370,X79,1861,20
X7989,34371,X79,1861,20
X799,34372,X79,1861,20
X7990,34373,X79,1861,20
X7991,34374,X79,1861,20
X7992,34375,X79,1861,20
X7993,34376,X79,1861,20
X7994,34377,X79,1861,20
X7998,34378,X79,1861,20
X7999,34379,X79,1861,20
X80,34380,X80,1862,20
X800,34381,X80,1862,20
X8000,34382,X80,1862,20
X8001,34383,X80,1862,20
X8002,34384,X80,1862,20
X8003,34385,X80,1862,20
X8004,34386,X80,1862,20
X8008,34387,X80,1862,20
X8009,34388,X80,1862,20
X801,34389,X80,1862,20
X8010,34390,X80,1862,20
X8011,34391,X80,1862,20
X8012,34392,X80,1862,20
X8013,34393,X80,1862,20
X8014,34394,X80,1862,20
X8018,34395,X80,1862,20
X8019,34396,X80,1862,20
X802,34397,X80,1862,20
X8020,34398,X80,1862,20
X8021,34399,X80,1862,20
X8022,34400,X80,1862,20
X8023,34401,X80,1862,20
X8024,34402,X80,1862,20
X8028,34403,X80,1862,20
X8029,34404,X80,1862,20
X803,34405,X80,1862,20
X8030,34406,X80,1862,20
X8031,34407,X80,1862,20
X8032,34408,X80,1862,20
X8033,34409,X80,1862,20
X8034,34410,X80,1862,20
X8038,34411,X80,1862,20
X8039,34412,X80,1862,20
X804,34413,X80,1862,20
X8040,34414,X80,1862,20
X8041,34415,X80,1862,20
X8042,34416,X80,1862,20
X8043,34417,X80,1862,20
X8044,34418,X80,1862,20
X8048,34419,X80,1862,20
X8049,34420,X80,1862,20
X805,34421,X80,1862,20
X8050,34422,X80,1862,20
X8051,34423,X80,1862,20
X8052,34424,X80,1862,20
X8053,34425,X80,1862,20
X8054,34426,X80,1862,20
X8058,34427,X80,1862,20
X8059,34428,X80,1862,20
X806,34429,X80,1862,20
X8060,34430,X80,1862,20
X8061,34431,X80,1862,20
X8062,34432,X80,1862,20
X8063,34433,X80,1862,20
X8064,34434,X80,1862,20
X8068,34435,X80,1862,20
X8069,34436,X80,1862,20
X807,34437,X80,1862,20
X8070,34438,X80,1862,20
X8071,34439,X80,1862,20
X8072,34440,X80,1862,20
X8073,34441,X80,1862,20
X8074,34442,X80,1862,20
X8078,34443,X80,1862,20
X8079,34444,X80,1862,20
X808,34445,X80,1862,20
X8080,34446,X80,1862,20
X8081,34447,X80,1862,20
X8082,34448,X80,1862,20
X8083,34449,X80,1862,20
X8084,34450,X80,1862,20
X8088,34451,X80,1862,20
X8089,34452,X80,1862,20
X809,34453,X80,1862,20
X8090,34454,X80,1862,20
X8091,34455,X80,1862,20
X8092,34456,X80,1862,20
X8093,34457,X80,1862,20
X8094,34458,X80,1862,20
X8098,34459,X80,1862,20
X8099,34460,X80,1862,20
X81,34461,X81,1863,20
X810,34462,X81,1863,20
