Diagnose,New_Representation,MajorCategory,Category_representation,Disease_group
M4855,8221,M48,958,13
M4856,8222,M48,958,13
M4857,8223,M48,958,13
M4858,8224,M48,958,13
M4859,8225,M48,958,13
M488,8226,M48,958,13
M4880,8227,M48,958,13
M4881,8228,M48,958,13
M4882,8229,M48,958,13
M4883,8230,M48,958,13
M4884,8231,M48,958,13
M4885,8232,M48,958,13
M4886,8233,M48,958,13
M4887,8234,M48,958,13
M4888,8235,M48,958,13
M4889,8236,M48,958,13
M489,8237,M48,958,13
M4890,8238,M48,958,13
M4891,8239,M48,958,13
M4892,8240,M48,958,13
M4893,8241,M48,958,13
M4894,8242,M48,958,13
M4895,8243,M48,958,13
M4896,8244,M48,958,13
M4897,8245,M48,958,13
M4898,8246,M48,958,13
M4899,8247,M48,958,13
M49,8248,M49,959,13
M490,8249,M49,959,13
M4900,8250,M49,959,13
M4901,8251,M49,959,13
M4902,8252,M49,959,13
M4903,8253,M49,959,13
M4904,8254,M49,959,13
M4905,8255,M49,959,13
M4906,8256,M49,959,13
M4907,8257,M49,959,13
M4908,8258,M49,959,13
M4909,8259,M49,959,13
M491,8260,M49,959,13
M4910,8261,M49,959,13
M4911,8262,M49,959,13
M4912,8263,M49,959,13
M4913,8264,M49,959,13
M4914,8265,M49,959,13
M4915,8266,M49,959,13
M4916,8267,M49,959,13
M4917,8268,M49,959,13
M4918,8269,M49,959,13
M4919,8270,M49,959,13
M492,8271,M49,959,13
M4920,8272,M49,959,13
M4921,8273,M49,959,13
M4922,8274,M49,959,13
M4923,8275,M49,959,13
M4924,8276,M49,959,13
M4925,8277,M49,959,13
M4926,8278,M49,959,13
M4927,8279,M49,959,13
M4928,8280,M49,959,13
M4929,8281,M49,959,13
M493,8282,M49,959,13
M4930,8283,M49,959,13
M4931,8284,M49,959,13
M4932,8285,M49,959,13
M4933,8286,M49,959,13
M4934,8287,M49,959,13
M4935,8288,M49,959,13
M4936,8289,M49,959,13
M4937,8290,M49,959,13
M4938,8291,M49,959,13
M4939,8292,M49,959,13
M494,8293,M49,959,13
M4940,8294,M49,959,13
M4941,8295,M49,959,13
M4942,8296,M49,959,13
M4943,8297,M49,959,13
M4944,8298,M49,959,13
M4945,8299,M49,959,13
M4946,8300,M49,959,13
M4947,8301,M49,959,13
M4948,8302,M49,959,13
M4949,8303,M49,959,13
M495,8304,M49,959,13
M4950,8305,M49,959,13
M4951,8306,M49,959,13
M4952,8307,M49,959,13
M4953,8308,M49,959,13
M4954,8309,M49,959,13
M4955,8310,M49,959,13
M4956,8311,M49,959,13
M4957,8312,M49,959,13
M4958,8313,M49,959,13
M4959,8314,M49,959,13
M498,8315,M49,959,13
M4980,8316,M49,959,13
M4981,8317,M49,959,13
M4982,8318,M49,959,13
M4983,8319,M49,959,13
M4984,8320,M49,959,13
M4985,8321,M49,959,13
M4986,8322,M49,959,13
M4987,8323,M49,959,13
M4988,8324,M49,959,13
M4989,8325,M49,959,13
M50,8326,M50,960,13
M500,8327,M50,960,13
M501,8328,M50,960,13
M502,8329,M50,960,13
M503,8330,M50,960,13
M508,8331,M50,960,13
M509,8332,M50,960,13
M51,8333,M51,961,13
M510,8334,M51,961,13
M511,8335,M51,961,13
M512,8336,M51,961,13
M513,8337,M51,961,13
M514,8338,M51,961,13
M518,8339,M51,961,13
M519,8340,M51,961,13
M53,8341,M53,962,13
M530,8342,M53,962,13
M5300,8343,M53,962,13
M5301,8344,M53,962,13
M5302,8345,M53,962,13
M5303,8346,M53,962,13
M5309,8347,M53,962,13
M531,8348,M53,962,13
M5310,8349,M53,962,13
M5312,8350,M53,962,13
M5313,8351,M53,962,13
M5319,8352,M53,962,13
M532,8353,M53,962,13
M5320,8354,M53,962,13
M5321,8355,M53,962,13
M5322,8356,M53,962,13
M5323,8357,M53,962,13
M5324,8358,M53,962,13
M5325,8359,M53,962,13
M5326,8360,M53,962,13
M5327,8361,M53,962,13
M5328,8362,M53,962,13
M5329,8363,M53,962,13
M533,8364,M53,962,13
M5330,8365,M53,962,13
M5338,8366,M53,962,13
M5339,8367,M53,962,13
M538,8368,M53,962,13
M5380,8369,M53,962,13
M5381,8370,M53,962,13
M5382,8371,M53,962,13
M5383,8372,M53,962,13
M5384,8373,M53,962,13
M5385,8374,M53,962,13
M5386,8375,M53,962,13
M5387,8376,M53,962,13
M5388,8377,M53,962,13
M5389,8378,M53,962,13
M539,8379,M53,962,13
M5390,8380,M53,962,13
M5391,8381,M53,962,13
M5392,8382,M53,962,13
M5393,8383,M53,962,13
M5394,8384,M53,962,13
M5395,8385,M53,962,13
M5396,8386,M53,962,13
M5397,8387,M53,962,13
M5398,8388,M53,962,13
M5399,8389,M53,962,13
M54,8390,M54,963,13
M540,8391,M54,963,13
M5400,8392,M54,963,13
M5401,8393,M54,963,13
M5402,8394,M54,963,13
M5403,8395,M54,963,13
M5404,8396,M54,963,13
M5405,8397,M54,963,13
M5406,8398,M54,963,13
M5407,8399,M54,963,13
M5408,8400,M54,963,13
M5409,8401,M54,963,13
M541,8402,M54,963,13
M5410,8403,M54,963,13
M5411,8404,M54,963,13
M5412,8405,M54,963,13
M5413,8406,M54,963,13
M5414,8407,M54,963,13
M5415,8408,M54,963,13
M5416,8409,M54,963,13
M5417,8410,M54,963,13
M5418,8411,M54,963,13
M5419,8412,M54,963,13
M542,8413,M54,963,13
M5420,8414,M54,963,13
M5421,8415,M54,963,13
M5422,8416,M54,963,13
M5423,8417,M54,963,13
M5429,8418,M54,963,13
M543,8419,M54,963,13
M5430,8420,M54,963,13
M5436,8421,M54,963,13
M5437,8422,M54,963,13
M5438,8423,M54,963,13
M5439,8424,M54,963,13
M544,8425,M54,963,13
M5440,8426,M54,963,13
M5446,8427,M54,963,13
M5447,8428,M54,963,13
M5448,8429,M54,963,13
M5449,8430,M54,963,13
M545,8431,M54,963,13
M5450,8432,M54,963,13
M5456,8433,M54,963,13
M5457,8434,M54,963,13
M5458,8435,M54,963,13
M5459,8436,M54,963,13
M546,8437,M54,963,13
M5460,8438,M54,963,13
M5461,8439,M54,963,13
M5462,8440,M54,963,13
M5463,8441,M54,963,13
M5464,8442,M54,963,13
M5465,8443,M54,963,13
M5466,8444,M54,963,13
M5467,8445,M54,963,13
M5468,8446,M54,963,13
M5469,8447,M54,963,13
M548,8448,M54,963,13
M5480,8449,M54,963,13
M5481,8450,M54,963,13
M5482,8451,M54,963,13
M5483,8452,M54,963,13
M5484,8453,M54,963,13
M5485,8454,M54,963,13
M5486,8455,M54,963,13
M5487,8456,M54,963,13
M5488,8457,M54,963,13
M5489,8458,M54,963,13
M549,8459,M54,963,13
M5499,8460,M54,963,13
M60,8461,M60,964,13
M600,8462,M60,964,13
M6000,8463,M60,964,13
M6001,8464,M60,964,13
M6002,8465,M60,964,13
M6003,8466,M60,964,13
M6004,8467,M60,964,13
M6005,8468,M60,964,13
M6006,8469,M60,964,13
M6007,8470,M60,964,13
M6008,8471,M60,964,13
M6009,8472,M60,964,13
M601,8473,M60,964,13
M6010,8474,M60,964,13
M6011,8475,M60,964,13
M6012,8476,M60,964,13
M6013,8477,M60,964,13
M6014,8478,M60,964,13
M6015,8479,M60,964,13
M6016,8480,M60,964,13
M6017,8481,M60,964,13
M6018,8482,M60,964,13
M6019,8483,M60,964,13
M602,8484,M60,964,13
M6020,8485,M60,964,13
M6021,8486,M60,964,13
M6022,8487,M60,964,13
M6023,8488,M60,964,13
M6024,8489,M60,964,13
M6025,8490,M60,964,13
M6026,8491,M60,964,13
M6027,8492,M60,964,13
M6028,8493,M60,964,13
M6029,8494,M60,964,13
M608,8495,M60,964,13
M6080,8496,M60,964,13
M6081,8497,M60,964,13
M6082,8498,M60,964,13
M6083,8499,M60,964,13
M6084,8500,M60,964,13
M6085,8501,M60,964,13
M6086,8502,M60,964,13
M6087,8503,M60,964,13
M6088,8504,M60,964,13
M6089,8505,M60,964,13
M609,8506,M60,964,13
M6090,8507,M60,964,13
M6091,8508,M60,964,13
M6092,8509,M60,964,13
M6093,8510,M60,964,13
M6094,8511,M60,964,13
M6095,8512,M60,964,13
M6096,8513,M60,964,13
M6097,8514,M60,964,13
M6098,8515,M60,964,13
M6099,8516,M60,964,13
M61,8517,M61,965,13
M610,8518,M61,965,13
M6100,8519,M61,965,13
M6101,8520,M61,965,13
M6102,8521,M61,965,13
M6103,8522,M61,965,13
M6104,8523,M61,965,13
M6105,8524,M61,965,13
M6106,8525,M61,965,13
M6107,8526,M61,965,13
M6108,8527,M61,965,13
M6109,8528,M61,965,13
M611,8529,M61,965,13
M6110,8530,M61,965,13
M6111,8531,M61,965,13
M6112,8532,M61,965,13
M6113,8533,M61,965,13
M6114,8534,M61,965,13
M6115,8535,M61,965,13
M6116,8536,M61,965,13
M6117,8537,M61,965,13
M6118,8538,M61,965,13
M6119,8539,M61,965,13
M612,8540,M61,965,13
M6120,8541,M61,965,13
M6121,8542,M61,965,13
M6122,8543,M61,965,13
M6123,8544,M61,965,13
M6124,8545,M61,965,13
M6125,8546,M61,965,13
M6126,8547,M61,965,13
M6127,8548,M61,965,13
M6128,8549,M61,965,13
M6129,8550,M61,965,13
M613,8551,M61,965,13
M6130,8552,M61,965,13
M6131,8553,M61,965,13
M6132,8554,M61,965,13
M6133,8555,M61,965,13
M6134,8556,M61,965,13
M6135,8557,M61,965,13
M6136,8558,M61,965,13
M6137,8559,M61,965,13
M6138,8560,M61,965,13
M6139,8561,M61,965,13
M614,8562,M61,965,13
M6140,8563,M61,965,13
M6141,8564,M61,965,13
M6142,8565,M61,965,13
M6143,8566,M61,965,13
M6144,8567,M61,965,13
M6145,8568,M61,965,13
M6146,8569,M61,965,13
M6147,8570,M61,965,13
M6148,8571,M61,965,13
M6149,8572,M61,965,13
M615,8573,M61,965,13
M6150,8574,M61,965,13
M6151,8575,M61,965,13
M6152,8576,M61,965,13
M6153,8577,M61,965,13
M6154,8578,M61,965,13
M6155,8579,M61,965,13
M6156,8580,M61,965,13
M6157,8581,M61,965,13
M6158,8582,M61,965,13
M6159,8583,M61,965,13
M619,8584,M61,965,13
M6190,8585,M61,965,13
M6191,8586,M61,965,13
M6192,8587,M61,965,13
M6193,8588,M61,965,13
M6194,8589,M61,965,13
M6195,8590,M61,965,13
M6196,8591,M61,965,13
M6197,8592,M61,965,13
M6198,8593,M61,965,13
M6199,8594,M61,965,13
M62,8595,M62,966,13
M620,8596,M62,966,13
M6200,8597,M62,966,13
M6201,8598,M62,966,13
M6202,8599,M62,966,13
M6203,8600,M62,966,13
M6204,8601,M62,966,13
M6205,8602,M62,966,13
M6206,8603,M62,966,13
M6207,8604,M62,966,13
M6208,8605,M62,966,13
M6209,8606,M62,966,13
M621,8607,M62,966,13
M6210,8608,M62,966,13
M6211,8609,M62,966,13
M6212,8610,M62,966,13
M6213,8611,M62,966,13
M6214,8612,M62,966,13
M6215,8613,M62,966,13
M6216,8614,M62,966,13
M6217,8615,M62,966,13
M6218,8616,M62,966,13
M6219,8617,M62,966,13
M622,8618,M62,966,13
M6220,8619,M62,966,13
M6221,8620,M62,966,13
M6222,8621,M62,966,13
M6223,8622,M62,966,13
M6224,8623,M62,966,13
M6225,8624,M62,966,13
M6226,8625,M62,966,13
M6227,8626,M62,966,13
M6228,8627,M62,966,13
M6229,8628,M62,966,13
M623,8629,M62,966,13
M6230,8630,M62,966,13
M6231,8631,M62,966,13
M6232,8632,M62,966,13
M6233,8633,M62,966,13
M6234,8634,M62,966,13
M6235,8635,M62,966,13
M6236,8636,M62,966,13
M6237,8637,M62,966,13
M6238,8638,M62,966,13
M6239,8639,M62,966,13
M624,8640,M62,966,13
M6240,8641,M62,966,13
M6241,8642,M62,966,13
M6242,8643,M62,966,13
M6243,8644,M62,966,13
M6244,8645,M62,966,13
M6245,8646,M62,966,13
M6246,8647,M62,966,13
M6247,8648,M62,966,13
M6248,8649,M62,966,13
M6249,8650,M62,966,13
M625,8651,M62,966,13
M6250,8652,M62,966,13
M6251,8653,M62,966,13
M6252,8654,M62,966,13
M6253,8655,M62,966,13
M6254,8656,M62,966,13
M6255,8657,M62,966,13
M6256,8658,M62,966,13
M6257,8659,M62,966,13
M6258,8660,M62,966,13
M6259,8661,M62,966,13
M626,8662,M62,966,13
M6260,8663,M62,966,13
M6261,8664,M62,966,13
M6262,8665,M62,966,13
M6263,8666,M62,966,13
M6264,8667,M62,966,13
M6265,8668,M62,966,13
M6266,8669,M62,966,13
M6267,8670,M62,966,13
M6268,8671,M62,966,13
M6269,8672,M62,966,13
M628,8673,M62,966,13
M6280,8674,M62,966,13
M62800,8675,M62,966,13
M62808,8676,M62,966,13
M6281,8677,M62,966,13
M62810,8678,M62,966,13
M62818,8679,M62,966,13
M6282,8680,M62,966,13
M62820,8681,M62,966,13
M62828,8682,M62,966,13
M6283,8683,M62,966,13
M62830,8684,M62,966,13
M62838,8685,M62,966,13
M6284,8686,M62,966,13
M62840,8687,M62,966,13
M62848,8688,M62,966,13
M6285,8689,M62,966,13
M62850,8690,M62,966,13
M62858,8691,M62,966,13
M6286,8692,M62,966,13
M62860,8693,M62,966,13
M62868,8694,M62,966,13
M6287,8695,M62,966,13
M62870,8696,M62,966,13
M62878,8697,M62,966,13
M6288,8698,M62,966,13
M62880,8699,M62,966,13
M62888,8700,M62,966,13
M6289,8701,M62,966,13
M62890,8702,M62,966,13
M62898,8703,M62,966,13
M629,8704,M62,966,13
M6290,8705,M62,966,13
M6291,8706,M62,966,13
M6292,8707,M62,966,13
M6293,8708,M62,966,13
M6294,8709,M62,966,13
M6295,8710,M62,966,13
M6296,8711,M62,966,13
M6297,8712,M62,966,13
M6298,8713,M62,966,13
M6299,8714,M62,966,13
M63,8715,M63,967,13
M630,8716,M63,967,13
M631,8717,M63,967,13
M632,8718,M63,967,13
M633,8719,M63,967,13
M638,8720,M63,967,13
M65,8721,M65,968,13
M650,8722,M65,968,13
M6500,8723,M65,968,13
M6501,8724,M65,968,13
M6502,8725,M65,968,13
M6503,8726,M65,968,13
M6504,8727,M65,968,13
M6505,8728,M65,968,13
M6506,8729,M65,968,13
M6507,8730,M65,968,13
M6508,8731,M65,968,13
M6509,8732,M65,968,13
M651,8733,M65,968,13
M6510,8734,M65,968,13
M6511,8735,M65,968,13
M6512,8736,M65,968,13
M6513,8737,M65,968,13
M6514,8738,M65,968,13
M6515,8739,M65,968,13
M6516,8740,M65,968,13
M6517,8741,M65,968,13
M6518,8742,M65,968,13
M6519,8743,M65,968,13
M652,8744,M65,968,13
M6520,8745,M65,968,13
M6522,8746,M65,968,13
M6523,8747,M65,968,13
M6524,8748,M65,968,13
M6525,8749,M65,968,13
M6526,8750,M65,968,13
M6527,8751,M65,968,13
M6528,8752,M65,968,13
M6529,8753,M65,968,13
M653,8754,M65,968,13
M6530,8755,M65,968,13
M6534,8756,M65,968,13
M654,8757,M65,968,13
M6540,8758,M65,968,13
M6544,8759,M65,968,13
M658,8760,M65,968,13
M6580,8761,M65,968,13
M6581,8762,M65,968,13
M6582,8763,M65,968,13
M6583,8764,M65,968,13
M6584,8765,M65,968,13
M6585,8766,M65,968,13
M6586,8767,M65,968,13
M6587,8768,M65,968,13
M6588,8769,M65,968,13
M6589,8770,M65,968,13
M659,8771,M65,968,13
M6590,8772,M65,968,13
M6591,8773,M65,968,13
M6592,8774,M65,968,13
M6593,8775,M65,968,13
M6594,8776,M65,968,13
M6595,8777,M65,968,13
M6596,8778,M65,968,13
M6597,8779,M65,968,13
M6598,8780,M65,968,13
M6599,8781,M65,968,13
M66,8782,M66,969,13
M660,8783,M66,969,13
M6600,8784,M66,969,13
M6606,8785,M66,969,13
M661,8786,M66,969,13
M6610,8787,M66,969,13
M6611,8788,M66,969,13
M6612,8789,M66,969,13
M6613,8790,M66,969,13
M6614,8791,M66,969,13
M6615,8792,M66,969,13
M6617,8793,M66,969,13
M6618,8794,M66,969,13
M6619,8795,M66,969,13
M662,8796,M66,969,13
M6620,8797,M66,969,13
M6621,8798,M66,969,13
M6622,8799,M66,969,13
M6623,8800,M66,969,13
M6624,8801,M66,969,13
M6625,8802,M66,969,13
M6626,8803,M66,969,13
M6627,8804,M66,969,13
M6628,8805,M66,969,13
M6629,8806,M66,969,13
M663,8807,M66,969,13
M6630,8808,M66,969,13
M6631,8809,M66,969,13
M6632,8810,M66,969,13
M6633,8811,M66,969,13
M6634,8812,M66,969,13
M6635,8813,M66,969,13
M6636,8814,M66,969,13
M6637,8815,M66,969,13
M6638,8816,M66,969,13
M6639,8817,M66,969,13
M664,8818,M66,969,13
M6640,8819,M66,969,13
M6641,8820,M66,969,13
M6642,8821,M66,969,13
M6643,8822,M66,969,13
M6644,8823,M66,969,13
M6645,8824,M66,969,13
M6646,8825,M66,969,13
M6647,8826,M66,969,13
M6648,8827,M66,969,13
M6649,8828,M66,969,13
M665,8829,M66,969,13
M6650,8830,M66,969,13
M6651,8831,M66,969,13
M6652,8832,M66,969,13
M6653,8833,M66,969,13
M6654,8834,M66,969,13
M6655,8835,M66,969,13
M6656,8836,M66,969,13
M6657,8837,M66,969,13
M6658,8838,M66,969,13
M6659,8839,M66,969,13
M67,8840,M67,970,13
M670,8841,M67,970,13
M671,8842,M67,970,13
M672,8843,M67,970,13
M673,8844,M67,970,13
M674,8845,M67,970,13
M678,8846,M67,970,13
M679,8847,M67,970,13
M68,8848,M68,971,13
M680,8849,M68,971,13
M688,8850,M68,971,13
M70,8851,M70,972,13
M700,8852,M70,972,13
M7000,8853,M70,972,13
M7003,8854,M70,972,13
M7004,8855,M70,972,13
M7009,8856,M70,972,13
M701,8857,M70,972,13
M7010,8858,M70,972,13
M7014,8859,M70,972,13
M702,8860,M70,972,13
M7020,8861,M70,972,13
M7022,8862,M70,972,13
M703,8863,M70,972,13
M7030,8864,M70,972,13
M7032,8865,M70,972,13
M704,8866,M70,972,13
M7040,8867,M70,972,13
M7046,8868,M70,972,13
M705,8869,M70,972,13
M7050,8870,M70,972,13
M7056,8871,M70,972,13
M706,8872,M70,972,13
M7060,8873,M70,972,13
M7065,8874,M70,972,13
M707,8875,M70,972,13
M7070,8876,M70,972,13
M7075,8877,M70,972,13
M708,8878,M70,972,13
M7080,8879,M70,972,13
M7083,8880,M70,972,13
M7087,8881,M70,972,13
M7088,8882,M70,972,13
M7089,8883,M70,972,13
M709,8884,M70,972,13
M7090,8885,M70,972,13
M7091,8886,M70,972,13
M7092,8887,M70,972,13
M7093,8888,M70,972,13
M7094,8889,M70,972,13
M7095,8890,M70,972,13
M7096,8891,M70,972,13
M7097,8892,M70,972,13
M7098,8893,M70,972,13
M7099,8894,M70,972,13
M71,8895,M71,973,13
M710,8896,M71,973,13
M7100,8897,M71,973,13
M7101,8898,M71,973,13
M7102,8899,M71,973,13
M7103,8900,M71,973,13
M7104,8901,M71,973,13
M7105,8902,M71,973,13
M7106,8903,M71,973,13
M7107,8904,M71,973,13
M7108,8905,M71,973,13
M7109,8906,M71,973,13
M711,8907,M71,973,13
M7110,8908,M71,973,13
M7111,8909,M71,973,13
M7112,8910,M71,973,13
M7113,8911,M71,973,13
M7114,8912,M71,973,13
M7115,8913,M71,973,13
M7116,8914,M71,973,13
M7117,8915,M71,973,13
M7118,8916,M71,973,13
M7119,8917,M71,973,13
M712,8918,M71,973,13
M7120,8919,M71,973,13
M7126,8920,M71,973,13
M713,8921,M71,973,13
M7130,8922,M71,973,13
M7131,8923,M71,973,13
M7132,8924,M71,973,13
M7133,8925,M71,973,13
M7134,8926,M71,973,13
M7135,8927,M71,973,13
M7137,8928,M71,973,13
M7138,8929,M71,973,13
M7139,8930,M71,973,13
M714,8931,M71,973,13
M7140,8932,M71,973,13
M7142,8933,M71,973,13
M7143,8934,M71,973,13
M7144,8935,M71,973,13
M7145,8936,M71,973,13
M7146,8937,M71,973,13
M7147,8938,M71,973,13
M7148,8939,M71,973,13
M7149,8940,M71,973,13
M715,8941,M71,973,13
M7150,8942,M71,973,13
M7152,8943,M71,973,13
M7153,8944,M71,973,13
M7154,8945,M71,973,13
M7155,8946,M71,973,13
M7156,8947,M71,973,13
M7157,8948,M71,973,13
M7158,8949,M71,973,13
M7159,8950,M71,973,13
M718,8951,M71,973,13
M7180,8952,M71,973,13
M7182,8953,M71,973,13
M7183,8954,M71,973,13
M7184,8955,M71,973,13
M7185,8956,M71,973,13
M7186,8957,M71,973,13
M7187,8958,M71,973,13
M7188,8959,M71,973,13
M7189,8960,M71,973,13
M719,8961,M71,973,13
M7190,8962,M71,973,13
M7192,8963,M71,973,13
M7193,8964,M71,973,13
M7194,8965,M71,973,13
M7195,8966,M71,973,13
M7196,8967,M71,973,13
M7197,8968,M71,973,13
M7198,8969,M71,973,13
M7199,8970,M71,973,13
M72,8971,M72,974,13
M720,8972,M72,974,13
M7200,8973,M72,974,13
M7204,8974,M72,974,13
M721,8975,M72,974,13
M7210,8976,M72,974,13
M7214,8977,M72,974,13
M722,8978,M72,974,13
M7220,8979,M72,974,13
M7227,8980,M72,974,13
M723,8981,M72,974,13
M7230,8982,M72,974,13
M7231,8983,M72,974,13
M7232,8984,M72,974,13
M7233,8985,M72,974,13
M7234,8986,M72,974,13
M7235,8987,M72,974,13
M7236,8988,M72,974,13
M7237,8989,M72,974,13
M7238,8990,M72,974,13
M7239,8991,M72,974,13
M724,8992,M72,974,13
M7240,8993,M72,974,13
M7241,8994,M72,974,13
M7242,8995,M72,974,13
M7243,8996,M72,974,13
M7244,8997,M72,974,13
M7245,8998,M72,974,13
M7246,8999,M72,974,13
M7247,9000,M72,974,13
M7248,9001,M72,974,13
M7249,9002,M72,974,13
M725,9003,M72,974,13
M7250,9004,M72,974,13
M7251,9005,M72,974,13
M7252,9006,M72,974,13
M7253,9007,M72,974,13
M7254,9008,M72,974,13
M7255,9009,M72,974,13
M7256,9010,M72,974,13
M7257,9011,M72,974,13
M7258,9012,M72,974,13
M7259,9013,M72,974,13
M726,9014,M72,974,13
M7260,9015,M72,974,13
M7261,9016,M72,974,13
M7262,9017,M72,974,13
M7263,9018,M72,974,13
M7264,9019,M72,974,13
M7265,9020,M72,974,13
M7266,9021,M72,974,13
M7267,9022,M72,974,13
M7268,9023,M72,974,13
M7269,9024,M72,974,13
M728,9025,M72,974,13
M7280,9026,M72,974,13
M7281,9027,M72,974,13
M7282,9028,M72,974,13
M7283,9029,M72,974,13
M7284,9030,M72,974,13
M7285,9031,M72,974,13
M7286,9032,M72,974,13
M7287,9033,M72,974,13
M7288,9034,M72,974,13
M7289,9035,M72,974,13
M729,9036,M72,974,13
M7290,9037,M72,974,13
M7291,9038,M72,974,13
M7292,9039,M72,974,13
M7293,9040,M72,974,13
M7294,9041,M72,974,13
M7295,9042,M72,974,13
M7296,9043,M72,974,13
M7297,9044,M72,974,13
M7298,9045,M72,974,13
M7299,9046,M72,974,13
M73,9047,M73,975,13
M730,9048,M73,975,13
M7300,9049,M73,975,13
M7301,9050,M73,975,13
M7302,9051,M73,975,13
M7303,9052,M73,975,13
M7304,9053,M73,975,13
M7305,9054,M73,975,13
M7306,9055,M73,975,13
M7307,9056,M73,975,13
M7308,9057,M73,975,13
M7309,9058,M73,975,13
M731,9059,M73,975,13
M7310,9060,M73,975,13
M7311,9061,M73,975,13
M7312,9062,M73,975,13
M7313,9063,M73,975,13
M7314,9064,M73,975,13
M7315,9065,M73,975,13
M7316,9066,M73,975,13
M7317,9067,M73,975,13
M7318,9068,M73,975,13
M7319,9069,M73,975,13
M738,9070,M73,975,13
M7380,9071,M73,975,13
M7381,9072,M73,975,13
M7382,9073,M73,975,13
M7383,9074,M73,975,13
M7384,9075,M73,975,13
M7385,9076,M73,975,13
M7386,9077,M73,975,13
M7387,9078,M73,975,13
M7388,9079,M73,975,13
M7389,9080,M73,975,13
M75,9081,M75,976,13
M750,9082,M75,976,13
M751,9083,M75,976,13
M752,9084,M75,976,13
M753,9085,M75,976,13
M754,9086,M75,976,13
M755,9087,M75,976,13
M758,9088,M75,976,13
M759,9089,M75,976,13
M76,9090,M76,977,13
M760,9091,M76,977,13
M7600,9092,M76,977,13
M7605,9093,M76,977,13
M761,9094,M76,977,13
M7610,9095,M76,977,13
M7615,9096,M76,977,13
M762,9097,M76,977,13
M7620,9098,M76,977,13
M7625,9099,M76,977,13
M763,9100,M76,977,13
M7630,9101,M76,977,13
M7635,9102,M76,977,13
M7636,9103,M76,977,13
M764,9104,M76,977,13
M7640,9105,M76,977,13
M7646,9106,M76,977,13
M765,9107,M76,977,13
M7650,9108,M76,977,13
M7656,9109,M76,977,13
M766,9110,M76,977,13
M7660,9111,M76,977,13
M7666,9112,M76,977,13
M7667,9113,M76,977,13
M767,9114,M76,977,13
M7670,9115,M76,977,13
M7676,9116,M76,977,13
M768,9117,M76,977,13
M7680,9118,M76,977,13
M7685,9119,M76,977,13
M7686,9120,M76,977,13
M7687,9121,M76,977,13
M7689,9122,M76,977,13
M769,9123,M76,977,13
M7690,9124,M76,977,13
M7695,9125,M76,977,13
M7696,9126,M76,977,13
M7697,9127,M76,977,13
M7699,9128,M76,977,13
M77,9129,M77,978,13
M770,9130,M77,978,13
M7700,9131,M77,978,13
M7702,9132,M77,978,13
M771,9133,M77,978,13
M7710,9134,M77,978,13
M7712,9135,M77,978,13
M772,9136,M77,978,13
M7720,9137,M77,978,13
M7723,9138,M77,978,13
M773,9139,M77,978,13
M7730,9140,M77,978,13
M7737,9141,M77,978,13
M774,9142,M77,978,13
M7740,9143,M77,978,13
M7747,9144,M77,978,13
M775,9145,M77,978,13
M7750,9146,M77,978,13
M7757,9147,M77,978,13
M778,9148,M77,978,13
M7780,9149,M77,978,13
M7781,9150,M77,978,13
M7782,9151,M77,978,13
M7783,9152,M77,978,13
M7784,9153,M77,978,13
M7788,9154,M77,978,13
M7789,9155,M77,978,13
M779,9156,M77,978,13
M7790,9157,M77,978,13
M7791,9158,M77,978,13
M7792,9159,M77,978,13
M7793,9160,M77,978,13
M7794,9161,M77,978,13
M7797,9162,M77,978,13
M7798,9163,M77,978,13
M7799,9164,M77,978,13
M79,9165,M79,979,13
M790,9166,M79,979,13
M7900,9167,M79,979,13
M7901,9168,M79,979,13
M7902,9169,M79,979,13
M7903,9170,M79,979,13
M7904,9171,M79,979,13
M7905,9172,M79,979,13
M7906,9173,M79,979,13
M7907,9174,M79,979,13
M7908,9175,M79,979,13
M7909,9176,M79,979,13
M791,9177,M79,979,13
M7910,9178,M79,979,13
M7911,9179,M79,979,13
M7912,9180,M79,979,13
M7913,9181,M79,979,13
M7914,9182,M79,979,13
M7915,9183,M79,979,13
M7916,9184,M79,979,13
M7917,9185,M79,979,13
M7918,9186,M79,979,13
M7919,9187,M79,979,13
M792,9188,M79,979,13
M7920,9189,M79,979,13
M7921,9190,M79,979,13
M7922,9191,M79,979,13
M7923,9192,M79,979,13
M7924,9193,M79,979,13
M7925,9194,M79,979,13
M7926,9195,M79,979,13
M7927,9196,M79,979,13
M7928,9197,M79,979,13
M7929,9198,M79,979,13
M793,9199,M79,979,13
M7930,9200,M79,979,13
M7931,9201,M79,979,13
M7932,9202,M79,979,13
M7933,9203,M79,979,13
M7934,9204,M79,979,13
M7935,9205,M79,979,13
M7936,9206,M79,979,13
M7937,9207,M79,979,13
M7938,9208,M79,979,13
M7939,9209,M79,979,13
M794,9210,M79,979,13
M7940,9211,M79,979,13
M7941,9212,M79,979,13
M7942,9213,M79,979,13
M7943,9214,M79,979,13
M7944,9215,M79,979,13
M7945,9216,M79,979,13
M7946,9217,M79,979,13
M7947,9218,M79,979,13
M7948,9219,M79,979,13
M795,9220,M79,979,13
M7950,9221,M79,979,13
M7951,9222,M79,979,13
M7952,9223,M79,979,13
M7953,9224,M79,979,13
M7954,9225,M79,979,13
M7955,9226,M79,979,13
M7956,9227,M79,979,13
M7957,9228,M79,979,13
M7958,9229,M79,979,13
